Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1002,16683896,hyemin9999,"2026-08-09 12:05:21",0.611,4,hyemin9999
1003,16689414,"Saikat Paul","2026-08-09 09:51:42",0.610,1,bsaikatpaul
1004,16683926,sharmamayank221,"2026-08-11 00:56:23",0.610,4,sharmamayank221
1005,16692665,"Busya PRIME","2026-08-08 21:30:48",0.609,1,busyaprime
1006,16673723,Pascal,"2026-08-10 02:10:34",0.608,6,pascalledesma
1007,16685705,"Yusuke Togashi","2026-08-12 12:00:28",0.607,24,yusuketogashi
1008,16686367,"Chandra Yakkali","2026-08-10 03:57:19",0.604,10,chandrayakkali
1009,16675299,HAIM_Matrix,"2026-08-08 20:32:33",0.602,2,"dlordsjustified,jezrealmomoh,penieljay,thepatrickchukwu,tochukwufavour"
1010,16670764,"tensor choko","2026-08-05 23:01:33",0.602,1,tensorchoko
1011,16706177,"Viktor Becz","2026-08-11 16:59:14",0.602,3,viktorbecz
1012,16671282,Richie,"2026-08-12 13:25:16",0.600,4,starringo
1013,16689938,"Hitarth Pandey","2026-08-09 03:14:35",0.598,1,hitarthpandey
1014,16687814,"Vaidehee Dongre ","2026-08-10 00:25:27",0.596,3,vaideheedongre
1015,16676812,"Aviral Trivedi","2026-08-09 08:52:57",0.593,1,aviral342
1016,16695001,"Gunjan Kumar","2026-08-10 17:27:01",0.591,2,gunjank075
1017,16668997,Nimit_45,"2026-08-11 07:38:23",0.590,3,nimitmistry
1018,16672605,bawr,"2026-08-12 05:51:36",0.590,2,bauyrzhaniskakov
1019,16678516,Saivardhan98,"2026-08-08 20:20:28",0.589,5,saivardhan98
1020,16706058,"Diego Berti","2026-08-11 09:20:50",0.589,1,bertidiego
1021,16669211,Naji,"2026-08-07 23:48:40",0.589,9,najiama
1022,16693742,"Naisha Gajkandh","2026-08-09 08:22:06",0.589,1,naishagajkandh
1023,16683504,"SHOKHZOD ABDURAKHIMOV","2026-08-11 10:51:56",0.588,6,shokhzodabdurakhimov
1024,16675436,"Siva Kumar","2026-08-10 12:32:09",0.587,12,sivapnlr80
1025,16679628,"Biraj Thapa","2026-08-07 16:34:01",0.586,2,birajthapa07
1026,16684481,"Vince Zsumbera","2026-08-10 18:55:54",0.586,4,vincezsumbera
1027,16680548,"Raghav Parasher","2026-08-10 11:03:21",0.586,5,raghavparasher
1028,16671178,"Chen Nora","2026-08-06 01:33:48",0.585,1,chennora
1029,16676869,"Panagiotis Anagnostou","2026-08-10 20:37:22",0.585,2,panosanag
1030,16672090,josezhang1103,"2026-08-09 16:45:07",0.584,3,zhangyufan1103
1031,16682734,"Bastina Vlad Andrei","2026-08-07 13:54:40",0.581,4,vladbastina
1032,16679222,"James Atteh","2026-08-11 16:49:53",0.580,13,jamesatteh
1033,16692157,Fa,"2026-08-12 12:08:20",0.580,2,farhadabtahi
1034,16691006,"Chirapathleo Saelim","2026-08-10 16:08:49",0.579,2,chirapathleosaelim
1035,16670557,"Jason Yoon","2026-08-06 02:35:45",0.578,1,jasongyoon
1036,16680334,"Alberto Sornoza","2026-08-07 07:03:25",0.578,5,albertosornoza
1037,16687481,"M. Mudassar","2026-08-12 01:38:39",0.576,2,malikgt5
1038,16697698,"Bassel Elbahnasy","2026-08-11 11:12:31",0.576,1,basselashraf
1039,16712707,DARYL.MOR,"2026-08-12 16:23:50",0.575,1,darylmor
1040,16669289,"lucky cat","2026-08-07 11:39:44",0.575,3,chenjungming
1041,16680556,"Sami Almuaigl","2026-08-07 18:09:05",0.574,2,samialmuaigl
1042,16697699,Joehalol,"2026-08-11 18:56:21",0.573,1,joehalol
1043,16672655,mktdev,"2026-08-06 19:18:36",0.572,3,mktdev
1044,16685830,"zx samson","2026-08-10 06:07:46",0.571,1,zxsamson
1045,16676997,"alann batista","2026-08-07 16:40:52",0.571,8,alannbatista
1046,16681152,Lee14k,"2026-08-11 09:00:47",0.569,4,lee14k
1047,16686350,migbolivar,"2026-08-08 13:19:03",0.569,5,migbolivar
1048,16675637,"Barun Kumar","2026-08-11 18:33:40",0.567,3,barun2104
1049,16690460,vijay9666019317,"2026-08-09 06:27:10",0.566,1,vijay9666019317
1050,16678335,imasurgen,"2026-08-07 10:55:12",0.566,4,"dviess,himanshuchandela"
1051,16701993,yoonick,"2026-08-11 20:30:23",0.565,3,yoonick
1052,16670010,"Mohamed aziz blaidi","2026-08-06 23:48:23",0.565,2,mohamedazizblaidi
1053,16692692,"Nasiruddin Thander","2026-08-11 20:10:52",0.565,2,nasiruddinthander
1054,16678535,CaMaLabs,"2026-08-10 15:29:32",0.564,12,camalabs
1055,16680116,"Podila Sai Bhargav","2026-08-07 03:05:56",0.564,1,podilasaibhargav
1056,16687614,"Ahmed Mobasher","2026-08-10 21:53:36",0.564,2,ahmedmobasher86
1057,16681892,"soumodeep karmakar","2026-08-12 11:26:39",0.561,4,soumodeepkarmakar88
1058,16693933,paisan,"2026-08-12 05:35:35",0.561,2,"prikshitkaajla,swayamkapila"
1059,16675247,"Mukul Sharma","2026-08-08 12:12:22",0.561,3,mukul0584
1060,16686727,DecoFurkan2,"2026-08-08 17:19:29",0.560,3,decofurkan2
1061,16677993,BOSAI,"2026-08-08 08:46:49",0.558,1,arthurfranckz
1062,16685544,"Mohammad Yaser Hussain","2026-08-08 16:50:24",0.558,1,mohammadyaserhussain
1063,16682847,"Abdelhaq Ouelli","2026-08-12 12:50:56",0.558,6,abdelhaqouelli
1064,16676896,"Yunus Emre Sarıduman","2026-08-12 15:09:06",0.557,14,emresariduman
1065,16677453,"Mayank Dhodi","2026-08-10 15:38:12",0.556,1,mayankdhodi
1066,16682802,zlka,"2026-08-07 08:07:59",0.556,1,z3lkahmet
1067,16683237,RupsaSaha,"2026-08-12 08:35:31",0.554,5,rupsajina
1068,16677725,Rakibbhai,"2026-08-08 21:25:35",0.553,2,rakibbhai
1069,16690507,"Aditya #3","2026-08-09 07:03:01",0.551,2,a0x1ab
1070,16673099,"Robin Herz89","2026-08-07 06:56:25",0.550,2,robinherz89
1071,16677826,"TABOUT MHAMED","2026-08-09 20:29:32",0.548,3,taboutmhamed
1072,16678387,"Ayaan Ghosh","2026-08-07 02:48:14",0.547,2,ayan9001
1073,16684576,Deucalion_Sash,"2026-08-11 20:17:45",0.546,1,deucalionsash
1074,16678520,"Dr.Eldirdiri Fadol ","2026-08-08 12:46:07",0.546,4,dreldirdirifadol
1075,16678983,"hector cardenas","2026-08-09 20:24:57",0.543,4,hectorcardenas
1076,16680296,AlunoPatriota,"2026-08-07 02:22:47",0.543,1,alunopatriota
1077,16675109,"Ιωάννης Σταμελιάς","2026-08-09 18:32:27",0.542,8,giannhsstamelias
1078,16701174,YMH101217,"2026-08-11 15:53:59",0.541,3,ymh101217
1079,16691769,jojo,"2026-08-12 14:37:12",0.540,2,sharunrn
1080,16687394,"Preston McCauley","2026-08-08 04:23:13",0.539,2,prestonmccauley
1081,16689961,"KANJI SASAKI","2026-08-12 16:28:12",0.539,1,kanjisasaki
1082,16676631,"Roshan Roy","2026-08-12 12:59:39",0.539,2,roshanroy333
1083,16686129,Musa,"2026-08-11 18:22:23",0.538,4,zlatmusa
1084,16688971,"Parth Mall","2026-08-08 14:04:09",0.538,1,parthmall
1085,16688648,"Deepak R L","2026-08-09 03:30:45",0.538,5,deepakrl
1086,16685803,"Selim Akl","2026-08-07 16:40:10",0.537,1,selimakl
1087,16669679,"Umut Keltek","2026-08-09 23:36:01",0.537,15,umutkeltek
1088,16688191,"Adjie Prasetya","2026-08-09 09:15:44",0.536,3,adjieprasetya
1089,16673067,"Ashish Kumar Dwivedi","2026-08-11 04:11:43",0.536,5,adpassward709
1090,16670234,"Kirill Molostov","2026-08-08 21:09:31",0.535,1,kirillmolostov
1091,16689421,Vimal_ML,"2026-08-08 12:52:49",0.535,1,vimalml
1092,16687907,bustlingfungus,"2026-08-10 23:19:59",0.535,1,bustlingfungus
1093,16688480,KVNN,"2026-08-10 07:45:32",0.534,1,iinaamasum01
1094,16685241,"Knowledge Hungry","2026-08-11 15:36:18",0.534,1,mahyardana
1095,16685593,"Deekshitha K S","2026-08-08 09:19:41",0.533,5,deekshithakarnati21
1096,16679636,Sarah-J-Dias,"2026-08-09 01:32:40",0.533,2,sarahjdias
1097,16673421,"sixer srinath","2026-08-08 16:32:17",0.533,7,srinath2495
1098,16670251,febrifahmi,"2026-08-11 23:00:02",0.531,6,febrifahmi
1099,16697772,"Zaina El Alim","2026-08-10 21:48:17",0.529,8,zainaelalim
1100,16693022,maesaer,"2026-08-11 04:58:44",0.529,3,maesaer
1101,16670648,"Justin Arndt","2026-08-09 21:54:24",0.528,5,justinarndt
1102,16697780,Koostik126,"2026-08-11 20:28:58",0.528,4,kostya138
1103,16684659,"Alisha Khan","2026-08-10 20:55:51",0.527,3,alishhakhan
1104,16712094,DaffaSukaAI,"2026-08-12 14:30:23",0.527,5,daffasukaai
1105,16679624,"José Veraldo (José Neto)","2026-08-09 22:26:57",0.527,5,josveraldojosneto
1106,16680140,"Julio Contreras","2026-08-10 10:07:25",0.527,8,juliocontreras
1107,16679414,Pankhuri001,"2026-08-09 10:20:53",0.526,1,pankhuri001
1108,16674548,"TwinSim Labs","2026-08-11 04:39:19",0.526,1,"shivambajpai04,thebrownkid"
1109,16678818,"Aaradhy Singhvi","2026-08-09 17:40:20",0.526,2,aaradhysinghvi
1110,16670946,ممدوح,"2026-08-10 23:23:03",0.526,13,mamdouhbarkat
1111,16678439,"Paarth Bhatnagar","2026-08-12 11:15:28",0.526,3,paarth4772
1112,16690649,"Mohamad Orfali","2026-08-09 15:20:35",0.526,1,mohamadorfali
1113,16671513,"micheal ehab4","2026-08-09 22:06:21",0.525,1,michealehab4
1114,16695110,"Nguyễn Đăng Khoa","2026-08-10 01:03:21",0.524,4,nguynngkhoawedrt
1115,16682736,"Dauphin gratiné","2026-08-12 14:58:13",0.523,5,mauddelattre
1116,16680535,ianwulalala,"2026-08-11 05:00:05",0.523,4,ianwulalala
1117,16675976,"Maksim Khotinsky","2026-08-09 20:37:39",0.523,6,assistentus
1118,16689334,"Nihal Vellaramkallingal Sulaiman","2026-08-08 08:21:20",0.520,5,vsnihal
1119,16687063,"Marcell Molnar","2026-08-09 10:38:25",0.520,4,marcellmolnar
1120,16688457,Testete,"2026-08-09 05:56:59",0.518,3,testeteteste
1121,16708127,"Oscar Yáñez Feijóo","2026-08-11 19:40:17",0.518,3,oscaryezfeijo
1122,16687578,"Zak Boughlita","2026-08-09 19:05:29",0.518,4,zakboughlita
1123,16686353,"Tran duc anh ","2026-08-10 15:25:00",0.518,1,ducanh2
1124,16673047,rsato0731,"2026-08-07 12:15:37",0.517,1,rsato0731
1125,16680117,Andrea,"2026-08-08 00:16:44",0.517,3,andparr
1126,16679572,"ихсан саурыков","2026-08-06 22:50:46",0.516,1,ihsanto
1127,16712491,"Arik Poghosyan","2026-08-12 13:38:21",0.516,1,arikpoghosyan
1128,16699190,"Vikram Tiwari","2026-08-10 07:06:04",0.515,2,vikramtiwari
1129,16686044,"samreen sami","2026-08-09 18:37:07",0.515,2,samreensami
1130,16683262,"PEDRO GOMEZ TEJERINA","2026-08-12 11:57:54",0.514,2,pedrogomeztejerina
1131,16705779,"Mohammad Saidul Islam","2026-08-11 06:26:55",0.514,3,mohammadsaidulislam
1132,16671018,"Kursat K","2026-08-08 02:49:38",0.514,3,minercoder
1133,16677074,KiKi,"2026-08-07 13:39:47",0.513,4,kingkiller2164
1134,16672422,"Iris Nguyen","2026-08-06 10:28:02",0.513,1,irisnguyen2012
1135,16689163,"David Adekanmi","2026-08-09 16:09:38",0.513,2,davidadekanmi
1136,16691184,"Frederick K Arthur","2026-08-10 01:01:49",0.512,1,frederickkarthur
1137,16687409,"GOPIKRISHNAN T C","2026-08-10 05:50:34",0.511,2,gopikrishnantc
1138,16678837,"Dakota Vannauker","2026-08-06 22:46:39",0.511,5,dakotavannauker
1139,16695911,"Chunyi Liu","2026-08-09 14:00:54",0.511,2,cliu238
1140,16701154,"Yash Ingole","2026-08-10 13:04:38",0.511,1,reinforcedengineer
1141,16679319,"Dimitrios Giannoulis","2026-08-08 13:29:08",0.510,1,plagiagia
1142,16679282,"Nadeem Ahmad","2026-08-12 12:31:57",0.509,2,nadeemahmad36
1143,16679824,"Harshul Gupta","2026-08-11 00:18:58",0.509,3,harshulgupta77
1144,16687513,SimsallaGrimm,"2026-08-07 20:30:19",0.509,1,simsallagrimm
1145,16675181,"HRUGWED ZAGADE","2026-08-07 08:11:57",0.508,2,hrugwedzagade
1146,16712210,"YUTO KOJIMA","2026-08-12 15:41:45",0.508,1,kojimatech
1147,16688751,easonyanyan,"2026-08-08 23:08:18",0.507,2,easonyanyan
1148,16697864,"Khamzat Chakhkiev","2026-08-10 18:51:24",0.507,2,khamzatchakhkiev
1149,16672654,"Avik Das","2026-08-06 18:35:18",0.507,2,avikdas567
1150,16697832,johnsebin97,"2026-08-12 10:20:05",0.507,3,johnsebin97
1151,16677284,"Gaddale Jaswanth Rao","2026-08-08 19:57:51",0.506,4,gaddalejaswanthrao
1152,16678931,"Erdem Bozyel","2026-08-07 12:40:43",0.505,1,erdembozyel
1153,16688055,"Leumas Haiid","2026-08-10 12:50:34",0.504,3,leumashaiid
1154,16678120,"Rilen T. L.","2026-08-09 03:04:39",0.503,2,rilentl
1155,16683279,"Rushikesh Gaonkar","2026-08-11 10:10:43",0.503,5,rushikeshgaonkar
1156,16679925,"PAVAN KUMAR KOTI","2026-08-11 23:22:28",0.503,1,pavankumarkoti
1157,16679327,4Solver,"2026-08-08 00:21:16",0.502,6,msfbiolinhares
1158,16676266,"José Cachucho","2026-08-07 19:45:45",0.502,2,zecach
1159,16698488,"Trịnh Quang Minh","2026-08-10 14:34:09",0.502,1,trnhquangminh140
1160,16700313,"Prabhat Krishna ","2026-08-11 11:48:46",0.502,1,prabhatkrishna
1161,16676959,"Taneti Sanjay","2026-08-10 06:53:31",0.501,2,tanetisanjay
1162,16669624,"Ranadeep Saha","2026-08-07 17:35:52",0.501,1,ranadeep02
1163,16669144,bsenst,"2026-08-06 07:29:45",0.500,5,bnzn261029
1164,16703316,smbgray,"2026-08-11 13:01:49",0.500,5,oleksandrbilochenko
1165,16682395,"SHIJIE CHEN","2026-08-08 00:42:20",0.500,4,kagurakurage
1166,16668972,"Kapilraj R","2026-08-06 01:59:05",0.500,3,kapilrajr
1167,16669654,Yuki_ARL,"2026-08-05 18:08:40",0.500,1,yukiarl
1168,16669994,primal,"2026-08-06 01:16:15",0.500,1,primalhost
1169,16672336,"Chaitanya Sonaje","2026-08-07 13:02:00",0.500,6,chaitanya205
1170,16673672,"Aastha Shayla","2026-08-06 08:30:26",0.500,1,aasthashayla9898
1171,16672755,KjjKjjK3107,"2026-08-06 08:50:00",0.500,1,"drashtisingh14,kjjkjjk3107"
1172,16674596,"Luka Duvanov","2026-08-06 11:36:26",0.500,1,nekkon
1173,16674968,"Shyaam Nanthan","2026-08-06 12:01:01",0.500,1,shyaamnanthan
1174,16675102,さめしま,"2026-08-06 13:28:25",0.500,2,masahikosameshima
1175,16675584,Tarun227,"2026-08-06 14:41:33",0.500,1,tarun227
1176,16677483,"Guruguhan Sivakumar","2026-08-06 17:42:33",0.500,1,guruguhansivakumar
1177,16677055,"Pes Papankon","2026-08-06 18:34:18",0.500,5,pespapankon
1178,16678228,thAbs,"2026-08-06 22:11:32",0.500,1,thiagoabreu
1179,16679712,"Santo Paul","2026-08-07 00:47:54",0.500,1,santopaul
1180,16677638,"Fratres X AI","2026-08-07 15:23:17",0.500,3,kbean413
1181,16680181,"Bedashree Swarupa Das","2026-08-07 12:37:20",0.500,4,ashokkumardasbedashr
1182,16679906,"Amey Mestry 4218","2026-08-07 21:40:29",0.500,3,ameymestry4218
1183,16680661,"Bhaskar Manepalli","2026-08-07 12:28:29",0.500,5,bhaskarmanepalli
1184,16676871,Floukie,"2026-08-07 04:44:20",0.500,2,vantavek
1185,16679921,stunningvn,"2026-08-08 05:26:17",0.500,6,dedquoc
1186,16681215,Megha28Deshmukh,"2026-08-07 06:25:12",0.500,1,megha28deshmukh
1187,16681145,"Chaitanya Jamble","2026-08-07 07:00:25",0.500,4,chaitanyajamble
1188,16682724,"Ashikaa Sri Arun","2026-08-07 07:31:17",0.500,1,ashikaasriarun
1189,16678953,Devanshk09,"2026-08-07 07:46:08",0.500,1,devanshk09
1190,16674614,hyx0618,"2026-08-09 15:56:24",0.500,2,hyx0618
1191,16682590,"yunchuan liu","2026-08-10 00:41:51",0.500,2,hoteye
1192,16684301,qpoch,"2026-08-07 11:29:36",0.500,1,qpochlabs
1193,16676920,SiddarthNayak50,"2026-08-07 14:00:24",0.500,2,siddarthnayak50
1194,16685230,"Vaibhav Tyagi","2026-08-07 13:52:28",0.500,1,vaibhavattri
1195,16671187,kitakuriya315,"2026-08-10 00:55:15",0.500,3,kitakuriya315
1196,16686854,"YASH FIRAKE","2026-08-07 18:42:07",0.500,1,yashfirake
1197,16686202,"Amit Ajit Kumar","2026-08-08 18:12:13",0.500,5,amitajitkumar
1198,16687339,"Panchal Preet","2026-08-07 20:15:19",0.500,1,panchalpreet
1199,16687108,"Anshum Bansode","2026-08-07 20:33:55",0.500,2,anshumbansode
1200,16687679,"Lucca Nanoia","2026-08-07 21:25:36",0.500,1,luccananoia
1201,16687741,"Andreas @ Tenki Labs","2026-08-07 21:25:53",0.500,1,andreasgronbeck
1202,16685221,"Cheng Ting Lin","2026-08-08 11:35:37",0.500,2,chengtinglin
1203,16670369,rkd,"2026-08-08 00:19:45",0.500,1,ryookd
1204,16678603,quantcrypto3,"2026-08-08 01:17:35",0.500,1,quantcrypto3
1205,16674564,g0bsters,"2026-08-08 07:13:16",0.500,1,g0bsters
1206,16682461,willyp74,"2026-08-08 08:16:27",0.500,1,willyp74
1207,16684781,"Aman Gupta","2026-08-08 12:04:34",0.500,2,amanguptanit
1208,16687017,"ADITYA RAJ #2","2026-08-09 00:04:15",0.500,6,adityaraj0612
1209,16684064,"Shoroogh Ahmadi","2026-08-08 11:23:20",0.500,1,shorooghahmadi
1210,16678235,"Yuvraj Bhatkariya","2026-08-08 12:36:19",0.500,2,yuvrajbhatkariya
1211,16688902,Lewisely,"2026-08-08 12:43:55",0.500,1,lewisely
1212,16675199,minerppdy,"2026-08-12 14:45:20",0.500,5,minerppdy
1213,16675162,"Denise Munchen Brandao","2026-08-08 14:41:04",0.500,1,denisemunchenbrandao
1214,16691341,"xiaozhan han","2026-08-08 15:02:03",0.500,1,xiaozhanhan
1215,16690285,"Abiram Bharathi S.A","2026-08-11 13:17:50",0.500,9,abirambharathisa
1216,16686562,"Vijay Kumar 229","2026-08-08 18:31:47",0.500,2,vijaykumar229
1217,16689329,"Annice Najafi","2026-08-08 18:06:18",0.500,1,annicenajafi
1218,16691658,"Ravindra Chauhan50","2026-08-08 18:08:17",0.500,1,ravindrachauhan50
1219,16692613,EKMorris,"2026-08-10 17:35:36",0.500,8,hdraider
1220,16693167,"zulfikar isiklar","2026-08-08 23:54:41",0.500,1,zulfikarisiklar
1221,16693163,"Yağızhan Keskin","2026-08-09 00:07:16",0.500,1,yazhankeskin
1222,16685468,"Kandregula V S S V P Krishna Murthy","2026-08-11 03:58:40",0.500,4,kkandregula
1223,16676088,Krishnapatham,"2026-08-09 07:38:58",0.500,1,krishnapatham
1224,16669793,"Adrián Caderno","2026-08-09 11:11:37",0.500,1,adriancaderno
1225,16690992,IqraM,"2026-08-09 12:19:49",0.500,1,iqram2000
1226,16695579,"Nikitas Rafael Nikitas","2026-08-12 11:43:54",0.500,3,rafanikitas
1227,16696209,Scio,"2026-08-09 19:44:17",0.500,1,siamrahman29
1228,16679642,"Nathan Humphrey","2026-08-09 21:31:24",0.500,1,goodluckhavefun4
1229,16697848,"Yuki Sahashi","2026-08-10 00:34:30",0.500,1,mourinho384
1230,16698274,"Ahnaf Atef Choudhury","2026-08-10 02:38:21",0.500,1,ahnafatefchoudhury
1231,16693958,"Yong Ming-Jia","2026-08-10 03:10:05",0.500,1,ymingj
1232,16697470,"Galiveeti Poornima","2026-08-11 08:11:51",0.500,3,galiveetipoornima
1233,16686057,Saminon,"2026-08-10 05:34:07",0.500,1,saminon
1234,16699398,"Dariush Afshar","2026-08-10 06:50:31",0.500,1,dariushafshar
1235,16698630,Sophie555,"2026-08-10 07:29:13",0.500,2,sophie555
1236,16694593,"shehab ahmed","2026-08-11 12:15:41",0.500,4,shehabahmed74
1237,16700901,"Yuminosuke Sato","2026-08-10 12:47:08",0.500,1,yuminosukesato
1238,16691294,"chee sin","2026-08-10 16:36:00",0.500,1,cheesinnn
1239,16702164,"Ragheb haddara","2026-08-10 17:46:30",0.500,1,l4r3nn
1240,16692713,"Phil Gear","2026-08-10 20:18:59",0.500,6,philgear
1241,16670327,"Shaurya Singh","2026-08-10 23:35:25",0.500,1,shauryasingh06
1242,16671505,trantrikien239,"2026-08-11 01:19:54",0.500,5,trantrikien239
1243,16704909,"Steven #2","2026-08-11 02:55:41",0.500,5,sg1020
1244,16707023,P3terHud,"2026-08-11 11:05:57",0.500,1,p3terhud
1245,16695370,"Dinh Tung Phan","2026-08-11 13:22:35",0.500,1,dinhtungphan
1246,16693068,Push,"2026-08-11 17:06:48",0.500,1,matheuspush
1247,16703766,"Francesco Zaccaria","2026-08-11 18:06:02",0.500,3,francescozaccaria
1248,16705601,Soham-gawd-47,"2026-08-11 18:47:24",0.500,3,sohamgawd47foden
1249,16704645,MJ121212,"2026-08-12 00:39:55",0.500,1,mj121212
1250,16674457,QQQXXX123,"2026-08-12 00:41:15",0.500,2,qqqxxx123
1251,16699781,"Lebron Spreads His Wings","2026-08-12 02:22:15",0.500,1,"tannkoy,wez3036242019,xlzzhao"
1252,16709887,"arham gupta","2026-08-12 03:18:17",0.500,1,"arhamgupta09,neellad1"
1253,16671392,"saran karthick","2026-08-12 06:46:54",0.500,3,saran612
1254,16710382,"Venkata sai teja mothukuri","2026-08-12 08:25:32",0.500,1,saitejave
1255,16683581,ShirishGp,"2026-08-12 09:18:50",0.500,1,shirishgp
1256,16712244,"elegantangel (628700)","2026-08-12 12:33:22",0.500,1,elegantangel
1257,16705517,"Miguel Herrera P","2026-08-12 13:02:20",0.500,1,miguelherrerap
1258,16712226,"radji kraim","2026-08-12 13:29:47",0.500,1,radjikraim
1259,16696688,"Guilherme Detoni","2026-08-12 14:34:17",0.500,1,guilhermedetoni
1260,16713017,CherylStoned,"2026-08-12 15:23:01",0.500,1,cherylstoned
1261,16699314,KirklandSAN,"2026-08-12 15:46:54",0.500,1,"kirklandsan,xxxx0314,yunfeiyang223"
1262,16706750,ylxy123,"2026-08-12 15:56:25",0.500,1,yaolinxiangyu
1263,16710411,appu2431,"2026-08-12 16:23:12",0.500,3,appu2431
1264,16713472,"Seyit kaan Gunes","2026-08-12 17:00:28",0.500,1,seyitkaangunes
1265,16675681,"Luis Enrique Dalmau","2026-08-08 06:44:16",0.498,1,luisenriquedalmau
1266,16691795,"ayo paul","2026-08-10 11:59:19",0.498,2,ayopaul
1267,16683274,⬇️↘️↔️↗️⬆️☑️,"2026-08-09 17:58:21",0.497,3,ridhamostefa
1268,16690902,"Youssef Basem","2026-08-11 09:43:44",0.497,2,you55efba5
1269,16672559,Abhinav4516788,"2026-08-12 07:45:39",0.497,3,abhinav4516788
1270,16676870,noril09,"2026-08-07 17:25:05",0.496,1,noril09
1271,16679711,Unikrau,"2026-08-08 07:03:34",0.492,2,unikrau
1272,16688309,"Ayansh Paliwal","2026-08-10 13:25:23",0.490,5,ayanshpaliwal
1273,16690130,"Bogdan Basd","2026-08-09 14:27:27",0.487,2,bogdanbasd
1274,16686769,macmo1,"2026-08-11 15:51:38",0.483,1,macmo1
1275,16669829,"Suman Sharma","2026-08-10 22:44:44",0.475,2,suman2208
1276,16679757,"Brandon O","2026-08-07 13:39:12",0.468,1,mldude
